Id,Tag,TagColor,Type,AttrRefixId,Level,GroupId,Weight,MaxOwnCount,CardWeightRefix,GroupWeightRefix,Name,NameGradient,Icon
501102,AttrRefixedCard_tag_1,930a0a,2,501102,1,11,100,1,,"10,1000;11,1000",skillname_501102,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Burn
501103,AttrRefixedCard_tag_1,930a0a,2,501103,1,11,100,1,,"10,1000;11,1000",skillname_501103,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Burn
501104,AttrRefixedCard_tag_1,930a0a,2,501104,1,11,100,1,,"10,1000;11,1000",skillname_501104,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Burn
501105,AttrRefixedCard_tag_1,930a0a,2,501105,1,11,100,1,,"10,1000;11,1000",skillname_501105,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Burn
502001,AttrRefixedCard_tag_2,640a93,2,502001,1,12,100,1,,"12,2000;13,2000",skillname_502001,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Erosion
502002,AttrRefixedCard_tag_2,640a93,2,502002,1,12,100,1,,"12,2000;13,2000",skillname_502002,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Erosion
502003,AttrRefixedCard_tag_2,640a93,2,502003,1,12,100,1,,"12,2000;13,2000",skillname_502003,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Erosion
502004,AttrRefixedCard_tag_2,640a93,2,502004,1,12,100,1,,"12,2000;13,2000",skillname_502004,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Erosion
502101,AttrRefixedCard_tag_2,640a93,2,502101,1,13,100,1,,"12,1000;13,1000",skillname_502101,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Erosion
502102,AttrRefixedCard_tag_2,640a93,2,502102,1,13,100,1,,"12,1000;13,1000",skillname_502102,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Erosion
502103,AttrRefixedCard_tag_2,640a93,2,502103,1,13,100,1,,"12,1000;13,1000",skillname_502103,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Erosion
502104,AttrRefixedCard_tag_2,640a93,2,502104,1,13,100,1,,"12,1000;13,1000",skillname_502104,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Erosion
502105,AttrRefixedCard_tag_2,640a93,2,502105,1,13,100,1,,"12,1000;13,1000",skillname_502105,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Erosion
503101,AttrRefixedCard_tag_3,93410a,2,503101,1,14,100,1,,"14,2000;15,2000",skillname_503101,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Carrot
503102,AttrRefixedCard_tag_3,93410a,2,503102,1,14,100,1,,"14,2000;15,2000",skillname_503102,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Carrot
503103,AttrRefixedCard_tag_3,93410a,2,503103,1,14,100,1,,"14,2000;15,2000",skillname_503103,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Carrot
503105,AttrRefixedCard_tag_3,93410a,2,503105,1,15,100,1,,"14,1000;15,1000",skillname_503105,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Carrot
503106,AttrRefixedCard_tag_3,93410a,2,503106,1,15,100,1,,"14,1000;15,1000",skillname_503106,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Carrot
504101,AttrRefixedCard_tag_4,942a43,2,504101,1,16,100,1,,"16,2000;17,2000",skillname_504101,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Abnormal
504102,AttrRefixedCard_tag_4,942a43,2,504102,1,16,100,1,,"16,2000;17,2000",skillname_504102,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Abnormal
504103,AttrRefixedCard_tag_4,942a43,2,504103,1,17,100,1,,"16,1000;17,1000",skillname_504103,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Abnormal
505101,AttrRefixedCard_tag_6,0a9344,2,505101,1,18,100,1,,"18,2000;19,2000",skillname_505101,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Treatment
505102,AttrRefixedCard_tag_6,0a9344,2,505102,1,18,100,1,,"18,2000;19,2000",skillname_505102,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Treatment
505103,AttrRefixedCard_tag_6,0a9344,2,505103,1,18,100,1,,"18,2000;19,2000",skillname_505103,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Treatment
505104,AttrRefixedCard_tag_6,0a9344,2,505104,1,19,100,1,,"18,1000;19,1000",skillname_505104,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Treatment
505105,AttrRefixedCard_tag_6,0a9344,2,505105,1,19,100,1,,"18,1000;19,1000",skillname_505105,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Treatment
506101,AttrRefixedCard_tag_5,a19216,2,506101,1,20,100,1,,"20,2000;21,2000",skillname_506101,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Weakpoint_Break
506102,AttrRefixedCard_tag_5,a19216,2,506102,1,20,100,1,,"20,2000;21,2000",skillname_506102,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Weakpoint_Break
506103,AttrRefixedCard_tag_5,a19216,2,506103,1,20,100,1,,"20,2000;21,2000",skillname_506103,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Weakpoint_Break
506104,AttrRefixedCard_tag_5,a19216,2,506104,1,21,100,1,,"20,1000;21,1000",skillname_506104,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Weakpoint_Break
506105,AttrRefixedCard_tag_5,a19216,2,506105,1,21,100,1,,"20,1000;21,1000",skillname_506105,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Weakpoint_Break
507101,AttrRefixedCard_tag_7,0a5e93,2,507101,1,22,100,1,,"22,2000;23,2000",skillname_507101,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Shield
507102,AttrRefixedCard_tag_7,0a5e93,2,507102,1,22,100,1,,"22,2000;23,2000",skillname_507102,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Shield
507103,AttrRefixedCard_tag_7,0a5e93,2,507103,1,22,100,1,,"22,2000;23,2000",skillname_507103,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Shield
507104,AttrRefixedCard_tag_7,0a5e93,2,507104,1,23,100,1,,"22,1000;23,1000",skillname_507104,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Shield
507105,AttrRefixedCard_tag_7,0a5e93,2,507105,1,23,100,1,,"22,1000;23,1000",skillname_507105,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Shield
507106,AttrRefixedCard_tag_7,0a5e93,2,507106,1,23,100,1,,"22,1000;23,1000",skillname_507106,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Shield
507107,AttrRefixedCard_tag_7,0a5e93,2,507107,1,23,100,1,,"22,1000;23,1000",skillname_507107,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Shield
508101,AttrRefixedCard_tag_8,942a3b,2,508101,1,24,100,1,,"24,2000;25,2000",skillname_508101,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Reverse_injury
508102,AttrRefixedCard_tag_8,942a3b,2,508102,1,24,100,1,,"24,2000;25,2000",skillname_508102,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Reverse_injury
508103,AttrRefixedCard_tag_8,942a3b,2,508103,1,24,100,1,,"24,2000;25,2000",skillname_508103,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Reverse_injury
508104,AttrRefixedCard_tag_8,942a3b,2,508104,1,25,100,1,,"24,1000;25,1000",skillname_508104,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Reverse_injury
508105,AttrRefixedCard_tag_8,942a3b,2,508105,1,25,100,1,,"24,1000;25,1000",skillname_508105,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Reverse_injury
509101,AttrRefixedCard_tag_12,0870a1,2,509101,1,26,100,1,,"26,2000;27,2000",skillname_509101,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Energy
509102,AttrRefixedCard_tag_12,0870a1,2,509102,1,26,100,1,,"26,2000;27,2000",skillname_509102,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Energy
509103,AttrRefixedCard_tag_12,0870a1,2,509103,1,26,100,1,,"26,2000;27,2000",skillname_509103,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Energy
509104,AttrRefixedCard_tag_12,0870a1,2,509104,1,26,100,1,,"26,2000;27,2000",skillname_509104,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Energy
509105,AttrRefixedCard_tag_12,0870a1,2,509105,1,27,100,1,,"26,1000;27,1000",skillname_509105,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Energy
509106,AttrRefixedCard_tag_12,0870a1,2,509106,1,27,100,1,,"26,1000;27,1000",skillname_509106,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Energy
509107,AttrRefixedCard_tag_12,0870a1,2,509107,1,27,100,1,,"26,1000;27,1000",skillname_509107,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Energy
510101,AttrRefixedCard_tag_13,930a8b,2,510101,1,28,100,1,,"28,2000;29,2000",skillname_510101,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Class
510102,AttrRefixedCard_tag_13,930a8b,2,510102,1,29,100,1,,"28,1000;29,1000",skillname_510102,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Class
510103,AttrRefixedCard_tag_13,930a8b,2,510103,1,29,100,1,,"28,1000;29,1000",skillname_510103,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Class
510104,AttrRefixedCard_tag_13,930a8b,2,510104,1,29,100,1,,"28,1000;29,1000",skillname_510104,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Class
510105,AttrRefixedCard_tag_13,930a8b,2,510105,1,29,100,1,,"28,1000;29,1000",skillname_510105,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Class
510106,AttrRefixedCard_tag_13,930a8b,2,510106,1,29,100,1,,"28,1000;29,1000",skillname_510106,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Class
510107,AttrRefixedCard_tag_13,930a8b,2,510107,1,29,100,1,,"28,1000;29,1000",skillname_510107,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Class
511101,AttrRefixedCard_tag_18,0a7193,2,511101,1,30,100,1,,"30,2000;31,2000",skillname_511101,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_General_attack
511102,AttrRefixedCard_tag_18,0a7193,2,511102,1,30,100,1,,"30,2000;31,2000",skillname_511102,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_General_attack
511103,AttrRefixedCard_tag_18,0a7193,2,511103,1,30,100,1,,"30,2000;31,2000",skillname_511103,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_General_attack
511104,AttrRefixedCard_tag_18,0a7193,2,511104,1,30,100,1,,"30,2000;31,2000",skillname_511104,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_General_attack
511105,AttrRefixedCard_tag_18,0a7193,2,511105,1,31,100,1,,"30,1000;31,1000",skillname_511105,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_General_attack
511106,AttrRefixedCard_tag_18,0a7193,2,511106,1,31,100,1,,"30,1000;31,1000",skillname_511106,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_General_attack
511107,AttrRefixedCard_tag_18,0a7193,2,511107,1,31,100,1,,"30,1000;31,1000",skillname_511107,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_General_attack
511108,AttrRefixedCard_tag_18,0a7193,2,511108,1,31,100,1,,"30,1000;31,1000",skillname_511108,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_General_attack
511109,AttrRefixedCard_tag_18,0a7193,2,511109,1,31,100,1,,"30,1000;31,1000",skillname_511109,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_General_attack
511110,AttrRefixedCard_tag_18,0a7193,2,511110,1,31,100,1,,"30,1000;31,1000",skillname_511110,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_General_attack
512101,AttrRefixedCard_tag_15,540aa7,2,512101,1,32,100,1,,"32,2000;33,2000",skillname_512101,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Domain
512102,AttrRefixedCard_tag_15,540aa7,2,512102,1,32,100,1,,"32,2000;33,2000",skillname_512102,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Domain
512103,AttrRefixedCard_tag_15,540aa7,2,512103,1,32,100,1,,"32,2000;33,2000",skillname_512103,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Domain
512104,AttrRefixedCard_tag_15,540aa7,2,512104,1,33,100,1,,"32,1000;33,1000",skillname_512104,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Domain
512105,AttrRefixedCard_tag_15,540aa7,2,512105,1,33,100,1,,"32,1000;33,1000",skillname_512105,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Domain
512106,AttrRefixedCard_tag_15,540aa7,2,512106,1,33,100,1,,"32,1000;33,1000",skillname_512106,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Domain
513101,AttrRefixedCard_tag_16,ae68ld,2,513101,1,34,100,1,,"34,1000",skillname_513101,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_General
513102,AttrRefixedCard_tag_16,ae68ld,2,513102,1,34,100,1,,"34,1000",skillname_513102,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_General
513103,AttrRefixedCard_tag_16,ae68ld,2,513103,1,34,100,1,,"34,1000",skillname_513103,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_General
513104,AttrRefixedCard_tag_16,ae68ld,2,513104,1,34,100,1,,"34,1000",skillname_513104,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_General
513105,AttrRefixedCard_tag_16,ae68ld,3,513105,1,34,100,1,,"34,1000",skillname_513105,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_General
513106,AttrRefixedCard_tag_16,ae68ld,2,513106,1,34,100,1,,"34,1000",skillname_513106,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_General
513107,AttrRefixedCard_tag_16,ae68ld,2,513107,1,34,100,1,,"34,1000",skillname_513107,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_General
513108,AttrRefixedCard_tag_16,ae68ld,2,513108,1,34,100,1,,"34,1000",skillname_513108,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_General
514101,AttrRefixedCard_tag_17,942a3b,2,514101,1,35,100,1,,"35,2000;36,2000",skillname_514101,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Revenge
514102,AttrRefixedCard_tag_17,942a3b,2,514102,1,35,100,1,,"35,2000;36,2000",skillname_514102,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Revenge
514103,AttrRefixedCard_tag_17,942a3b,2,514103,1,35,100,1,,"35,2000;36,2000",skillname_514103,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Revenge
514104,AttrRefixedCard_tag_17,942a3b,2,514104,1,36,100,1,,"35,1000;36,1000",skillname_514104,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Revenge
514105,AttrRefixedCard_tag_17,942a3b,2,514105,1,36,100,1,,"35,1000;36,1000",skillname_514105,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Revenge
514106,AttrRefixedCard_tag_17,942a3b,2,514106,1,36,100,1,,"35,1000;36,1000",skillname_514106,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Revenge
514107,AttrRefixedCard_tag_17,942a3b,2,514107,1,36,100,1,,"35,1000;36,1000",skillname_514107,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Revenge
514108,AttrRefixedCard_tag_17,942a3b,2,514108,1,36,100,1,,"35,1000;36,1000",skillname_514108,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Revenge
515101,AttrRefixedCard_tag_19,930a8b,2,515101,1,37,100,1,,"37,2000",skillname_515101,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Lucky
515102,AttrRefixedCard_tag_19,930a8b,2,515102,1,37,100,1,,"37,2000",skillname_515102,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Lucky
516101,AttrRefixedCard_tag_20,93410a,2,516101,1,38,100,1,,"38,2000",skillname_516101,"FFFFFF,FFFFFF",RoguelikeTower/AttrRefixCard_Icon_Aoe
