Id,Name,PreOrConditions,PreConditions,Condition,ConditionParams,ExtConditionParams,DataType,RefreshType,RefreshTimeType,MaxValue,Refresh
150,指定魔女装备饰品数量,0,0,150,0,0,,0,0,9999999,0
151,指定商品shopid,0,0,151,0,0,,0,0,9999999,0
152,指定关卡顺序(这是专门用了幻梦之境建立的条件，用于将同一怪物不同难度的关卡视为一个数据),0,0,152,0,0,,0,0,99999999,
153,152优化版本,0,0,153,0,0,,0,0,99999999,0
901,玩家当前行动次数,0,0,901,0,0,,0,0,0,0
1000,击败敌人数,0,0,1000,0,0,,0,0,99999999,0
1001,战斗中受到的最低攻击次数,0,0,1001,0,0,,0,0,99999,0
1002,战斗累计造成伤害,0,0,1002,0,0,,0,0,99999999,0
1003,单个角色单场战斗造成的伤害,0,0,1003,0,0,,0,0,99999999,0
1004,战斗累计回复生命,0,0,1004,0,0,,0,0,99999999,0
1005,单场战斗回复生命,0,0,1005,0,0,,0,0,99999999,0
1006,战斗累计受到伤害(单场战斗),0,0,1006,0,0,,0,0,99999999,0
1007,单场战斗受到伤害,0,0,1007,0,0,,0,0,99999999,0
1008,完成过的任务总量,0,0,1008,0,0,,0,0,99999999,0
1009,当前主线关卡id,0,0,1009,0,0,,0,0,99999999,0
1010,战斗累计回合数,0,0,1010,0,0,,0,0,99999999,0
1011,单场战斗胜利最少回合数,0,0,1011,0,0,,0,0,99999999,0
1012,已获得魔女数量,0,0,1012,0,0,,0,0,99999999,0
1013,已获得星痕数量,0,0,1013,0,0,,0,0,99999999,0
1015,角色突破次数,0,0,1015,0,0,,0,0,99999999,0
1017,指定赛事（天梯赛）段位,0,0,1017,0,0,,0,0,99999999,0
1019,战斗结算时存活的魔女数量,0,0,1019,0,0,,0,0,9999,0
1022,战斗胜利次数,0,0,1022,0,0,,0,0,99999999,0
1023,战斗失败次数,0,0,1023,0,0,,0,0,99999999,0
1024,战斗次数,0,0,1024,0,0,,0,0,99999999,0
1025,关卡通关次数,0,0,1025,0,0,,0,0,99999999,0
1026,消耗道具,0,0,1026,0,0,,0,0,99999999,0
1027,得到指定数量的道具,0,0,1027,0,0,,0,0,99999999,0
1028,活动是否开启,0,0,1028,0,0,,0,0,99999999,0
1029,最大通关关卡id,0,0,1029,0,0,,0,0,99999999,0
1030,指定条件ID的总和,0,1,1030,0,0,,0,0,99999999,0
1031,拥有指定数量的道具,0,0,1031,0,0,,0,0,99999999,0
1033,完成引导,0,0,1033,0,0,,0,0,99999999,0
1034,每日任务进度（千年用）,0,0,1034,0,0,,0,0,99999999,0
1035,每周任务进度（千年用）,0,0,1035,0,0,,0,0,99999999,0
1036,完成任务组（仅关卡星级任务使用）,0,0,1036,0,0,,0,0,99999999,0
1037,完成任务组任务次数（仅关卡星级任务使用）,0,0,1037,0,0,,0,0,99999999,0
1038,获取当前周几,0,0,1038,0,0,,0,0,99999999,0
1039,指定章节ID,0,0,1039,0,0,,0,0,99999999,0
1040,指定任务ID是否完成,0,0,1040,0,0,,0,0,99999999,0
1041,填写剧情ID,0,0,1041,0,0,,0,0,99999999,0
1042,克罗罗大冒险距离,0,0,1042,0,0,,0,0,99999999,0
1043,任务组完成并已领取（仅关卡星级任务使用）,0,0,1043,0,0,,0,0,99999999,0
1044,任务组完成任务次数并且已领取（仅关卡星级任务使用）,0,0,1044,0,0,,0,0,99999999,0
1045,关卡关联任务完成情况,0,0,1045,0,0,,0,0,99999999,0
1047,指定技能数量和,0,0,1047,0,0,,0,0,99999999,0
1048,填写星痕记忆剧情ID,0,0,1048,0,0,,0,0,99999999,0
1049,功能解锁弹窗是否弹出过,0,0,1049,0,0,,0,0,99999999,0
1050,距首次充值时间,0,0,1050,0,0,,0,0,99999999,0
1051,返回参与指定活动开启的天数,0,0,1051,0,0,,0,0,99999999,0
1052,返回首充天数,0,0,1052,1050,0,,0,0,99999999,0
1053,返回卡池是否开启,0,0,1053,0,0,,0,0,9999999,0
1054,返回卡池Id出的ssr次数,0,0,1054,0,0,,0,0,9999999,0
1055,返回魔女升级次数,0,0,1055,0,0,,0,0,9999999,0
1056,返回星痕升级次数,0,0,1056,0,0,,0,0,9999999,0
1057,返回在商店购买10类型道具的次数,0,0,1057,0,0,,0,0,9999999,0
1058,返回魔女装备饰品的次数,0,0,1058,0,0,,0,0,9999999,0
1059,返回购买门票次数,0,0,1059,0,0,,0,0,9999999,0
1061,是否加入公会,0,0,1061,0,0,,0,0,9999999,0
1062,金币捐献次数（每日）,0,0,1062,0,0,,1,0,9999999,0
1063,钻石捐献次数（每日）,0,0,1063,0,0,,1,0,9999999,0
1064,公会点赞次数（每日）,0,0,1064,0,0,,1,0,9999999,0
1065,指定活动累计登录天数,0,0,1065,0,0,,0,0,99999999,0
1066,返回卡池组id抽卡的次数,0,0,1066,0,0,,0,0,9999999,0
1067,指定任务完成数量,0,0,1067,0,0,,0,0,9999999,0
1068,指定任务全部完成并领取,0,0,1068,0,0,,0,0,9999999,0
1069,指定任务的奖励领取数量,0,0,1069,0,0,,0,0,9999999,0
1071,魔女穿戴饰品最大数量,0,0,1071,0,0,,0,0,9999999,0
1072,单日消耗最高金币数量,0,0,1072,0,0,,0,0,99999999,0
1073,档案类型中的内容解锁数量,0,0,1073,0,0,,0,0,99999999,0
1077,指定关卡完成次数(暂未使用),0,0,1077,0,0,,0,0,99999999,0
1078,获取玩家创号时间,0,0,1078,0,0,,0,0,99999999,0
1079,返回指定星痕好感度等级,0,0,1079,0,0,,0,0,99999999,0
1080,指定星痕抽卡次数,0,0,1080,0,0,,0,0,99999999,0
1081,指定充值数量,0,0,1081,0,0,,0,0,99999999,0
1083,是否有可装备的符文,0,0,1083,0,0,,0,0,99999999,0
1085,星痕升级,0,0,1085,0,0,,0,0,99999999,0
1086,指定弹窗礼包组是否冷却,0,0,1086,0,0,,0,0,99999999,0
1087,获得星痕觉醒道具类型,0,0,1087,0,0,,0,0,99999999,0
1089,装备符文,0,0,1089,0,0,,0,0,99999999,0
1090,符文升级,0,0,1090,0,0,,0,0,99999999,0
1093,符文洗练(洗练一阶段触发),0,0,1093,0,0,,0,0,99999999,0
1094,指定符文洗练次数,0,0,1094,0,0,,0,0,99999999,0
1099,星痕技能升级,0,0,1099,0,0,,0,0,99999999,0
1301,指定弹窗礼包组是否全部触发,0,0,1301,0,0,,0,0,99999999,0
1302,参与公会赛马押注次数,0,0,1302,0,0,,0,0,99999999,0
1303,领取指定等级的阅历奖励,0,0,1303,0,0,,0,0,99999999,0
1305,返回购买商品天数,0,0,1305,0,0,,0,0,99999999,0
1306,指定条件是否全部满足,0,0,1306,0,0,,0,0,99999999,0
1307,返回公会等级,0,0,1307,0,0,,0,0,99999999,0
1308,返回指定id的星痕的觉醒等级,0,0,1308,0,0,,0,0,99999999,0
1309,返回职阶天赋总点数,0,0,1309,0,0,,0,0,99999999,0
1310,战斗后总伤害（直接伤害+韧性伤害）,0,0,1310,0,0,,0,0,99999999,0
1311,版本活动挑战模式积分（关卡总伤害/10）,0,0,1311,0,0,,0,0,99999999,0
1312,本日深渊之域（总伤害）,0,0,1312,0,0,,0,0,99999999,0
1313,指定CR用户类型,0,0,1313,0,0,,0,0,1000000,0
1314,返回充值积分数量,0,0,1314,0,0,,0,0,1000000,0
1315,返回连续充值天数,0,0,1315,0,0,,0,0,1000000,0
1316,返回玩家创建账号天数,0,0,1316,0,0,,0,0,1000000,0
1317,返回登录天数（会员）,0,0,1317,0,0,,0,0,1000000,0
1318,遍历魔女装备的符文,0,0,1318,0,0,,0,0,1000000,0
1319,遍历符文仓库,0,0,1319,0,0,,0,0,1000000,0
1320,连续充值完成计数,0,0,1320,0,0,,0,0,1000000,0
1321,观看广告计数,0,0,1321,0,0,,0,0,1000000,0
1322,积分条件（如魔物列阵积分）,0,0,1322,0,0,,0,0,1000000,0
1323,返回符文升级次数,0,0,1323,0,0,,0,0,1000000,0
1325,击败公会首领第x只,0,0,1325,0,0,,4,0,100000,0
1326,肉鸽爬塔总层数,0,0,1326,0,0,,0,0,100000,0
1327,返回扭蛋池积分数,0,0,1327,0,0,,0,0,100000,0
1328,返回扭蛋次数,0,0,1328,0,0,,0,0,100000,0
1329,抽卡抽到五星星痕计数,0,0,1329,0,0,,0,0,1000000,0
1330,抽取专武卡池次数,0,0,1330,0,0,,0,0,1000000,0
1331,指定阶级的职阶天赋投入点数,0,0,1331,0,0,,0,0,99999999,0
1332,返回指定魔女好感度等级,0,0,1332,0,0,,0,0,9999,0
2001,需要开启活动【星海纪闻1期】,0,0,1028,100101,0,,0,0,99999999,0
2901,需要开启【CR通行证】,0,0,1028,110002,0,,0,0,99999999,0
2999,需要开启活动【成长基金】,0,0,1028,999999,0,,0,0,99999999,0
3000,最大【主线】关卡进度,0,0,1009,0,0,,0,0,10000000,0
3002,给抽卡引导发送奖励,0,0,1033,100702,0,,0,0,10000,0
3003,拥有的档案阅历达到X,0,0,1031,1000012,0,,0,0,999999,0
10001,击败x个任意敌人,"102,2,2;102,5,6",0,1000,0,0,,0,0,99999999,0
10002,累计击杀暴食的次数,0,"101,3020001,3020001",1000,0,0,,0,0,1000000,0
10003,累计击杀色欲的次数,0,"101,3020002,3020002",1000,0,0,,0,0,1000000,0
10004,累计击杀愤怒的次数,0,"101,3020003,3020003",1000,0,0,,0,0,1000000,0
10005,累计击杀狄妮莎的次数,0,"101,3020010,3020010",1000,0,0,,0,0,1000000,0
10006,累计击杀西蒙的次数,0,"101,3030001,3030001",1000,0,0,,0,0,1000000,0
10007,累计击杀莉莉布朗尼的次数,0,"101,3030002,3030002",1000,0,0,,0,0,1000000,0
10008,累计击杀咎瓦尤斯的次数,0,"101,3030003,3030003",1000,0,0,,0,0,1000000,0
10009,累计击杀年兽的次数,0,"101,3030005,3030005",1000,0,0,,0,0,1000000,0
10010,累计击杀恶神-桃的次数,0,"101,3060001,3060001",1000,0,0,,0,0,1000000,0
10011,累计击杀咒行鵺的次数,0,"101,3040001,3040001",1000,0,0,,0,0,1000000,0
10012,累计击杀夺心魔的次数,0,"101,3040002,3040002",1000,0,0,,0,0,1000000,0
10013,累计击杀深渊刺的次数,0,"101,3040003,3040003",1000,0,0,,0,0,1000000,0
10014,累计击杀炽炎翼的次数,0,"101,3040004,3040004",1000,0,0,,0,0,1000000,0
10015,累计击杀宁芙妖的次数,0,"101,3040005,3040005",1000,0,0,,0,0,1000000,0
10016,累计击杀噬命刃的次数,0,"101,3040006,3040006",1000,0,0,,0,0,1000000,0
10017,累计击杀影巫女的次数,0,"101,3040007,3040007",1000,0,0,,0,0,1000000,0
10018,累计击杀妄兽的次数,0,"101,3040016,3040016",1000,0,0,,0,0,1000000,0
10019,累计击杀祸兽的次数,0,"101,30400161,30400161",1000,0,0,,0,0,1000000,0
10020,累计击杀婴狐的次数,0,"101,3040017,3040017",1000,0,0,,0,0,1000000,0
10021,累计击杀狐魑的次数,0,"101,30400171,30400171",1000,0,0,,0,0,1000000,0
10022,累计击杀蝇斥候的次数,0,"101,3050001,3050001",1000,0,0,,0,0,1000000,0
10023,累计击杀播疫妖蝇的次数,0,"101,30500011,30500011",1000,0,0,,0,0,1000000,0
10024,累计击杀凋败妖蝇的次数,0,"101,30500012,30500012",1000,0,0,,0,0,1000000,0
10025,累计击杀铁骑士的次数,0,"101,3050002,3050002",1000,0,0,,0,0,1000000,0
10026,累计击杀白银骑士的次数,0,"101,30500021,30500021",1000,0,0,,0,0,1000000,0
10027,累计击杀黄金骑士的次数,0,"101,30500022,30500022",1000,0,0,,0,0,1000000,0
10028,累计击杀刃行者的次数,0,"101,3050003,3050003",1000,0,0,,0,0,1000000,0
10029,累计击杀刃行怪的次数,0,"101,30500031,30500031",1000,0,0,,0,0,1000000,0
10030,累计击杀刃行魔的次数,0,"101,30500032,30500032",1000,0,0,,0,0,1000000,0
10031,累计击杀梦游羊·苏生的次数,0,"101,3050004,3050004",1000,0,0,,0,0,1000000,0
10032,累计击杀梦游羊·幻魇的次数,0,"101,30500041,30500041",1000,0,0,,0,0,1000000,0
10033,累计击杀梦游羊·白夜的次数,0,"101,30500042,30500042",1000,0,0,,0,0,1000000,0
10034,累计击杀梦游羊·惊爆的次数,0,"101,30500043,30500043",1000,0,0,,0,0,1000000,0
10035,累计击杀炎射手的次数,0,"101,3050005,3050005",1000,0,0,,0,0,1000000,0
10036,累计击杀深红射手的次数,0,"101,30500051,30500051",1000,0,0,,0,0,1000000,0
10037,累计击杀灰烬射手的次数,0,"101,30500052,30500052",1000,0,0,,0,0,1000000,0
10038,累计击杀潜伏怪的次数,0,"101,3050006,3050006",1000,0,0,,0,0,1000000,0
10039,累计击杀掠夺怪的次数,0,"101,30500061,30500061",1000,0,0,,0,0,1000000,0
10040,累计击杀吞噬怪的次数,0,"101,30500062,30500062",1000,0,0,,0,0,1000000,0
10041,累计击杀食人花的次数,0,"101,3050007,3050007",1000,0,0,,0,0,1000000,0
10042,累计击杀巨食花的次数,0,"101,30500071,30500071",1000,0,0,,0,0,1000000,0
10043,累计击杀恶诞花妖的次数,0,"101,30500072,30500072",1000,0,0,,0,0,1000000,0
10044,累计击杀厨怪的次数,0,"101,3050011,3050011",1000,0,0,,0,0,1000000,0
10045,累计击杀厨妖的次数,0,"101,30500111,30500111",1000,0,0,,0,0,1000000,0
10046,累计击杀厨鬼的次数,0,"101,30500112,30500112",1000,0,0,,0,0,1000000,0
10047,累计击杀黑面纱之魅的次数,0,"101,3050012,3050012",1000,0,0,,0,0,1000000,0
10048,累计击杀黑面纱之魇的次数,0,"101,30500121,30500121",1000,0,0,,0,0,1000000,0
10049,累计击杀黑面纱之怨的次数,0,"101,30500122,30500122",1000,0,0,,0,0,1000000,0
10050,累计击杀怒魔人的次数,0,"101,3050013,3050013",1000,0,0,,0,0,1000000,0
10051,累计击杀噬怒魔的次数,0,"101,30500131,30500131",1000,0,0,,0,0,1000000,0
10052,累计击杀憎恶异魔的次数,0,"101,30500132,30500132",1000,0,0,,0,0,1000000,0
10053,累计击杀糖豆妖精的次数,0,"101,3050014,3050014",1000,0,0,,0,0,1000000,0
10054,累计击杀诡戏妖精的次数,0,"101,30500141,30500141",1000,0,0,,0,0,1000000,0
10055,累计击杀怪邪妖精的次数,0,"101,30500142,30500142",1000,0,0,,0,0,1000000,0
10056,累计击杀蕈人的次数,0,"101,3050015,3050015",1000,0,0,,0,0,1000000,0
10057,累计击杀厚垣蕈人的次数,0,"101,30500151,30500151",1000,0,0,,0,0,1000000,0
10058,累计击杀蕈人酋长的次数,0,"101,30500152,30500152",1000,0,0,,0,0,1000000,0
10059,累计击杀公主骑士偶的次数,0,"101,3050016,3050016",1000,0,0,,0,0,1000000,0
10060,累计击杀皇家骑士偶的次数,0,"101,30500161,30500161",1000,0,0,,0,0,1000000,0
10061,累计击杀猩红骑士偶的次数,0,"101,30500162,30500162",1000,0,0,,0,0,1000000,0
10062,累计击杀烛贤者的次数,0,"101,3050017,3050017",1000,0,0,,0,0,1000000,0
10063,累计击杀炽贤者的次数,0,"101,30500171,30500171",1000,0,0,,0,0,1000000,0
10064,累计击杀烬贤者的次数,0,"101,30500172,30500172",1000,0,0,,0,0,1000000,0
10065,累计击杀鬼修罗的次数,0,"101,3050023,3050023",1000,0,0,,0,0,1000000,0
10066,累计击杀火兵士的次数,0,"101,3050026,3050026",1000,0,0,,0,0,1000000,0
10067,累计击杀暗教士的次数,0,"101,3050027,3050027",1000,0,0,,0,0,1000000,0
10068,累计击杀竹傀儡的次数,0,"101,3050036,3050036",1000,0,0,,0,0,1000000,0
10069,累计击杀竹筒王的次数,0,"101,30500361,30500361",1000,0,0,,0,0,1000000,0
10070,累计击杀器傀的次数,0,"101,3050037,3050037",1000,0,0,,0,0,1000000,0
10071,累计击杀瓷傀的次数,0,"101,30500371,30500371",1000,0,0,,0,0,1000000,0
10072,累计击杀鼎生的次数,0,"101,3050046,3050046",1000,0,0,,0,0,1000000,0
10073,累计击杀赤面的次数,0,"101,30500461,30500461",1000,0,0,,0,0,1000000,0
10074,累计击杀命鼠的次数,0,"101,3050047,3050047",1000,0,0,,0,0,1000000,0
10075,累计击杀丹鼠的次数,0,"101,30500471,30500471",1000,0,0,,0,0,1000000,0
10076,累计击杀云峦狐的次数,0,"101,3050048,3050048",1000,0,0,,0,0,1000000,0
10077,累计击杀云霞狐的次数,0,"101,30500481,30500481",1000,0,0,,0,0,1000000,0
10078,累计击杀云峦狐的次数,0,"101,30500482,30500482",1000,0,0,,0,0,1000000,0
10079,累计击杀艾卡希猎兵的次数,0,"101,3050049,3050049",1000,0,0,,0,0,1000000,0
10080,累计击杀艾卡希佣仆的次数,0,"101,30500491,30500491",1000,0,0,,0,0,1000000,0
10300,解锁星痕记忆牧 - 直行道,0,0,1048,11001,0,,0,0,100000,0
10301,解锁星痕记忆丹妮 - 行于千年,0,0,1048,11002,0,,0,0,100000,0
10302,解锁星痕记忆芙洛拉 - 言与酒,0,0,1048,11003,0,,0,0,100000,0
10303,解锁星痕记忆吉拉蒂亚 - 视以同观,0,0,1048,11004,0,,0,0,100000,0
10304,解锁星痕记忆萨拉-问答,0,0,1048,11005,0,,0,0,100000,0
10305,解锁星痕记忆希夕莉-隔世如常,0,0,1048,11006,0,,0,0,100000,0
10306,解锁星痕记忆安普莎-问爱为何,0,0,1048,11007,0,,0,0,100000,0
10307,解锁星痕记忆克尔苏娜-相伴相随,0,0,1048,11008,0,,0,0,100000,0
10308,解锁星痕记忆雷雷-生日蛋糕,0,0,1048,11009,0,,0,0,100000,0
10309,解锁星痕记忆丘吉尔-谁在造谣,0,0,1048,11010,0,,0,0,100000,0
10310,解锁星痕记忆水仙-英雄传说,0,0,1048,11011,0,,0,0,100000,0
10311,解锁星痕记忆耶坦尼娅-蔷薇的秘密,0,0,1048,11012,0,,0,0,100000,0
10312,解锁星痕记忆伊卡洛斯-起浪,0,0,1048,11013,0,,0,0,100000,0
10313,解锁星痕记忆艾什尔-佣兵,0,0,1048,11014,0,,0,0,100000,0
10314,解锁星痕记忆阿涅克丝-雷鸣妖兽,0,0,1048,11015,0,,0,0,100000,0
10315,解锁星痕记忆卡萝琳-夜巡,0,0,1048,11016,0,,0,0,100000,0
10316,解锁星痕记忆库萝爱-那个棒球,0,0,1048,11017,0,,0,0,100000,0
10317,解锁星痕记忆库萝心-偶像,0,0,1048,11018,0,,0,0,100000,0
10318,解锁星痕记忆罗莎莉-无名谣,0,0,1048,11019,0,,0,0,100000,0
10319,解锁星痕记忆纳菲-天魔驾到,0,0,1048,11020,0,,0,0,100000,0
10320,解锁星痕记忆普林普顿-昔日风引,0,0,1048,11021,0,,0,0,100000,0
10321,解锁星痕记忆小闪-晨曦之下,0,0,1048,11022,0,,0,0,100000,0
10322,解锁星痕记忆神光-远天灯盏,0,0,1048,11023,0,,0,0,100000,0
10323,解锁星痕记忆阿波菲斯-巡城,0,0,1048,11024,0,,0,0,100000,0
10324,解锁星痕记忆弥生-小帮手,0,0,1048,11025,0,,0,0,100000,0
10325,解锁星痕记忆哀歌-雨物语,0,0,1048,11026,0,,0,0,100000,0
10326,解锁星痕记忆贝拉-私人收藏,0,0,1048,11027,0,,0,0,100000,0
10327,解锁星痕记忆炽爱-迷失之愿,0,0,1048,11028,0,,0,0,100000,0
10328,解锁星痕记忆昔莱-十指连心,0,0,1048,11029,0,,0,0,100000,0
10329,解锁星痕记忆桃-未尽之梦,0,0,1048,11030,0,,0,0,100000,0
10330,解锁星痕记忆塞蕾丝蒂娜-猫纸灯,0,0,1048,11031,0,,0,0,100000,0
10331,解锁星痕记忆瑞比娅-破晓之前,0,0,1048,11032,0,,0,0,100000,0
10332,解锁星痕记忆贝卡丝-启封的礼物,0,0,1048,11033,0,,0,0,100000,0
10333,解锁星痕记忆奈奥米-寻宝游戏,0,0,1048,11034,0,,0,0,100000,0
10334,解锁星痕记忆异邦波斯菊-心有千千结,0,0,1048,11035,0,,0,0,100000,0
10335,解锁星痕记忆波斯菊-新叶,0,0,1048,11036,0,,0,0,100000,0
10336,解锁星痕记忆露易丝-如愿所愿,0,0,1048,11037,0,,0,0,100000,0
10337,解锁星痕记忆艾琳娜-答案,0,0,1048,11038,0,,0,0,100000,0
10338,解锁星痕记忆极焰-不寐明星,0,0,1048,11039,0,,0,0,100000,0
10339,解锁星痕记忆艾斯塔利亚-梦非梦,0,0,1048,11040,0,,0,0,100000,0
10340,解锁星痕记忆佩内洛普-不可靠的史官,0,0,1048,11041,0,,0,0,100000,0
10341,解锁星痕记忆雪泉-回忆之味,0,0,1048,11042,0,,0,0,100000,0
10342,解锁星痕记忆雪不归-人间观察,0,0,1048,11043,0,,0,0,100000,0
10343,解锁星痕记忆丘吉尔-爱神的特别访谈,0,0,1048,11044,0,,0,0,100000,0
10344,解锁星痕记忆格蕾-女武神骑行,0,0,1048,11045,0,,0,0,100000,0
10345,解锁星痕记忆塔嘉娜-悄悄话,0,0,1048,11046,0,,0,0,100000,0
11000,登录x天游戏（每日）,0,0,106,0,0,,1,0,100000,0
11001,任意战斗胜利X次（每日）,0,"100,1,5",1022,0,0,,1,0,99999999,0
11002,消耗x金币（每日）,0,"113,1000003,1000003",1026,0,0,,1,0,99999999,0
11003,提升任意星痕x次（每日）,0,"113,1006505,1006508",1026,0,0,,1,0,1000000,0
11004,击败x个任意敌人（每日）,"102,2,2;102,5,6",0,1000,0,0,,1,0,1000000,0
11005,消耗x星魂力（每日）,0,"113,1000004,1000004",1026,0,0,,1,0,1000000,0
11006,通关宝库之门X次（每日）,0,"117,3,3",1022,0,0,,1,0,100000,0
11007,通关主线关卡X次（每日）,0,"117,1,1",1022,0,0,,1,0,100000,0
11008,使用骰子或遥控骰子（每日）,"113,1001011,1001011;113,1001012,1001012;113,1001014,1001014",0,1026,0,0,,1,0,99999999,0
11009,提升X次魔女等级(每日),0,0,1055,0,0,,1,0,1000000,0
11010,提升X次星痕等级(每日),0,0,1056,0,0,,1,0,1000000,0
11011,在商店购买10类型道具的次数（每日）,0,0,1057,0,0,,1,0,1000000,0
11012,完成X次公会boss（每日）,0,0,1324,0,0,,1,0,100000,0
11013,参与一次公会赛马押注（每日）,0,0,1302,0,0,,1,0,100000,0
11014,进行一次召唤（每日）,0,0,1080,0,0,,1,0,100000,0
11015,完成X次深渊之域（每日）,0,"117,8,8",1022,0,0,,1,0,100000,0
11200,战斗力达到x(每日),0,0,1031,1000006,0,,1,0,1000000,0
11385,提升X次符文等级(每日),0,0,1323,0,0,,1,0,1000000,0
11300,使用骰子或遥控骰子（签到任务）,"113,1001011,1001011;113,1001012,1001012;113,1001014,1001014",0,1026,0,0,,0,0,99999999,0
12000,登录x天游戏（每周）,0,0,106,0,0,,2,0,100000,0
12001,消耗x金币（每周）,0,"113,1000003,1000003",1026,0,0,,2,0,99999999,0
12002,任意战斗胜利x次（每周）,0,"100,1,5",1022,0,0,,2,0,1000000,0
12003,累计消耗x星魂力（每周）,0,"113,1000004,1000004",1026,0,0,,2,0,1000000,0
12004,击败x个任意敌人（每周）,"102,2,2;102,5,6",0,1000,0,0,,2,0,99999999,0
12005,通关宝库之门X次（每周）,0,"117,3,3",1022,0,0,,2,0,100000,0
12006,完成X次公会boss（每周）,0,0,1324,0,0,,2,0,100000,0
12007,参与一次公会赛马押注（每周）,0,0,1302,0,0,,2,0,100000,0
12008,进行一次召唤（每周）,0,0,1080,0,0,,2,0,100000,0
12009,通关主线关卡X次（每周）,0,"117,1,1",1022,0,0,,2,0,100000,0
12200,战斗力达到x(每周),0,0,1031,1000007,0,,2,0,99999999,0
13000,克萝萝累计签到天数,0,0,106,0,0,,0,0,99999999,0
13001,克萝萝累计总里程,0,0,1042,0,0,,0,0,99999999,0
13002,玩家到达x级,0,0,104,0,0,,0,0,99999999,0
13100,退款金额是否≥0,0,0,1075,0,0,,0,0,99999999,0
13101,拥有指定数量的付费钻石,0,0,1076,1000001,0,,0,0,99999999,0
15001,任意战斗x次（成就）,0,"100,1,5",1024,0,0,,0,0,99999999,0
15002,主线战斗胜利x次（成就）,0,"117,1,1",1022,0,0,,0,0,99999999,0
15003,主线战斗x次（成就）,0,"117,1,1",1024,0,0,,0,0,99999999,0
15004,战斗累计造成x点伤害（成就）,0,"100,1,5",1002,0,0,,0,0,99999999,0
15005,单次战斗中造成x点伤害（成就）,0,"100,1,5",1003,0,0,,0,0,99999999,0
15006,战斗累计回复x点生命（成就）,0,"100,1,5",1004,0,0,,0,0,99999999,0
15007,单场战斗中回复x点生命（成就）,0,"100,1,5",1005,0,0,,0,0,99999999,0
15008,拥有x名星痕,0,0,1013,"124,3013000,3018000",0,,0,0,99999,0
